contig	primer1	primer2	start	end	size	refrag_size
102	RR44	RR29	788587	789065	478	6864
102	TT38	NN64	1112606	1113708	1102	26925
102	TT38	MM25	1112606	1115007	2401	26925
102	TT38	OO60	1112606	1114044	1438	26925
102	TT38	PP7	1112606	1113416	810	26925
102	UU15	UU16	716337	720399	4062	52059
103	LL21	DD11	263962	264949	987	25150
103	LL21	CC57	263962	264590	628	25150
103	LL21	GG69	263962	264655	693	25150
103	LL21	GG67	263962	264845	883	25150
103	LL21	CC51	263962	264774	812	25150
103	LL21	JJ20	263962	266262	2300	25150
103	LL21	II15	263962	268116	4154	25150
103	LL22	DD11	264135	264949	814	25150
103	LL22	CC57	264135	264590	455	25150
103	LL22	GG69	264135	264655	520	25150
103	LL22	GG67	264135	264845	710	25150
103	LL22	CC51	264135	264774	639	25150
103	LL22	JJ20	264135	266262	2127	25150
103	LL22	II15	264135	268116	3981	25150
103	DD12	DD11	264296	264949	653	25150
103	DD12	CC57	264296	264590	294	25150
103	DD12	GG69	264296	264655	359	25150
103	DD12	GG67	264296	264845	549	25150
103	DD12	CC51	264296	264774	478	25150
103	DD12	JJ20	264296	266262	1966	25150
103	DD12	II15	264296	268116	3820	25150
103	CC58	DD11	263166	264949	1783	25150
103	CC58	CC57	263166	264590	1424	25150
103	CC58	GG69	263166	264655	1489	25150
103	CC58	GG67	263166	264845	1679	25150
103	CC58	CC51	263166	264774	1608	25150
103	CC58	JJ20	263166	266262	3096	25150
103	CC58	II15	263166	268116	4950	25150
103	CC58	II14	263166	263831	665	25150
103	GG70	DD11	264656	264949	293	25150
103	GG70	JJ20	264656	266262	1606	25150
103	GG70	II15	264656	268116	3460	25150
103	CC52	DD11	264526	264949	423	25150
103	CC52	GG67	264526	264845	319	25150
103	CC52	CC51	264526	264774	248	25150
103	CC52	JJ20	264526	266262	1736	25150
103	CC52	II15	264526	268116	3590	25150
103	KK27	JJ32	2698467	2701592	3125	31169
103	KK27	JJ36	2698467	2700436	1969	31169
103	JJ79	JJ32	2698730	2701592	2862	31169
103	JJ79	JJ36	2698730	2700436	1706	31169
103	kk79	JJ32	2698600	2701592	2992	31169
103	kk79	JJ36	2698600	2700436	1836	31169
103	CC69	HH53	874879	878194	3315	26716
103	JJ35	JJ32	2700235	2701592	1357	31169
103	JJ35	JJ36	2700235	2700436	201	31169
103	OO37	OO38	1936479	1936970	491	45228
103	N46	N45	3140790	3141322	532	8912
103	LL66	N45	3139241	3141322	2081	8912
103	LL66	LL65	3139241	3139700	459	8912
103	JJ17	DD11	263890	264949	1059	25150
103	JJ17	CC57	263890	264590	700	25150
103	JJ17	GG69	263890	264655	765	25150
103	JJ17	GG67	263890	264845	955	25150
103	JJ17	CC51	263890	264774	884	25150
103	JJ17	JJ20	263890	266262	2372	25150
103	JJ17	II15	263890	268116	4226	25150
103	JJ19	DD11	261955	264949	2994	25150
103	JJ19	CC57	261955	264590	2635	25150
103	JJ19	GG69	261955	264655	2700	25150
103	JJ19	GG67	261955	264845	2890	25150
103	JJ19	CC51	261955	264774	2819	25150
103	JJ19	JJ20	261955	266262	4307	25150
103	JJ19	II14	261955	263831	1876	25150
103	Q45	Q43	880759	881678	919	6180
103	Q45	OO65	880759	882264	1505	6180
103	II16	JJ18	267559	272048	4489	25150
103	II16	II15	267559	268116	557	25150
103	II13	DD11	263511	264949	1438	25150
103	II13	CC57	263511	264590	1079	25150
103	II13	GG69	263511	264655	1144	25150
103	II13	GG67	263511	264845	1334	25150
103	II13	CC51	263511	264774	1263	25150
103	II13	JJ20	263511	266262	2751	25150
103	II13	II15	263511	268116	4605	25150
103	II13	II14	263511	263831	320	25150
103	JJ59	JJ60	2442670	2442994	324	47519
103	JJ59	QQ19	2442670	2445881	3211	47519
103	JJ59	QQ34	2442670	2446898	4228	47519
103	KK69	LL25	1379018	1382995	3977	29515
103	KK69	LL64	1379018	1381977	2959	29515
103	LL24	LL25	1379006	1382995	3989	29515
103	LL24	LL64	1379006	1381977	2971	29515
103	NN22	NN21	1688709	1689162	453	13715
103	NN22	CC13	1688709	1690915	2206	13715
103	NN22	EE34	1688709	1690736	2027	13715
103	EE35	NN21	1686249	1689162	2913	13715
103	EE35	CC13	1686249	1690915	4666	13715
103	EE35	EE34	1686249	1690736	4487	13715
103	CC14	NN21	1686173	1689162	2989	13715
103	CC14	CC13	1686173	1690915	4742	13715
103	CC14	EE34	1686173	1690736	4563	13715
103	OO66	HH53	876002	878194	2192	26716
103	OO73	LL25	1380202	1382995	2793	29515
103	OO73	LL64	1380202	1381977	1775	29515
103	QQ18	JJ60	2439975	2442994	3019	47519
103	QQ18	QQ19	2439975	2445881	5906	47519
103	QQ18	TT7	2439975	2440610	635	47519
103	QQ36	JJ60	2439926	2442994	3068	47519
103	QQ36	QQ19	2439926	2445881	5955	47519
103	QQ36	TT7	2439926	2440610	684	47519
103	RR28	RR23	3023547	3025279	1732	19287
103	RR28	RR27	3023547	3023908	361	19287
103	RR39	RR40	476297	480120	3823	61174
103	RR50	RR48	3258712	3263936	5224	12306
103	RR72	RR71	1289017	1294337	5320	31132
103	TT8	JJ60	2440224	2442994	2770	47519
103	TT8	QQ19	2440224	2445881	5657	47519
103	TT8	TT7	2440224	2440610	386	47519
103	UU4	UU3	1837451	1837719	268	8020
103	UU5	UU6	1634581	1635203	622	8414
103	UU19	UU20	49778	53913	4135	34890
93	AA73	AA41	737667	742124	4457	15936
93	AA73	AA42	737667	742470	4803	15936
93	AA73	AA70	737667	738058	391	15936
93	AA73	Z33	737667	741582	3915	15936
93	AA73	HH14	737667	743235	5568	15936
93	AA73	Z26	737667	739515	1848	15936
93	AA36	AA35	736490	737219	729	15936
93	AA36	AA41	736490	742124	5634	15936
93	AA36	AA42	736490	742470	5980	15936
93	AA36	AA70	736490	738058	1568	15936
93	AA36	Z33	736490	741582	5092	15936
93	AA36	Z26	736490	739515	3025	15936
93	L63	L64	25733	26062	329	31538
93	Z35	AA35	736102	737219	1117	15936
93	Z35	AA70	736102	738058	1956	15936
93	Z35	Z33	736102	741582	5480	15936
93	Z35	Z26	736102	739515	3413	15936
93	Z27	AA72	738935	744243	5308	15936
93	Z27	AA41	738935	742124	3189	15936
93	Z27	AA42	738935	742470	3535	15936
93	Z27	Z34	738935	744756	5821	15936
93	Z27	Z33	738935	741582	2647	15936
93	Z27	HH14	738935	743235	4300	15936
93	Z27	Z26	738935	739515	580	15936
93	Z32	AA41	737999	742124	4125	15936
93	Z32	AA42	737999	742470	4471	15936
93	Z32	Z33	737999	741582	3583	15936
93	Z32	HH14	737999	743235	5236	15936
93	Z32	Z26	737999	739515	1516	15936
93	OO8	AA72	738951	744243	5292	15936
93	OO8	AA41	738951	742124	3173	15936
93	OO8	AA42	738951	742470	3519	15936
93	OO8	Z34	738951	744756	5805	15936
93	OO8	Z33	738951	741582	2631	15936
93	OO8	HH14	738951	743235	4284	15936
93	OO8	Z26	738951	739515	564	15936
93	JJ68	JJ67	648596	648906	310	22525
93	JJ68	JJ62	648596	653336	4740	22525
93	JJ68	TT9	648596	651462	2866	22525
93	NN39	AA72	740535	744243	3708	15936
93	NN39	AA41	740535	742124	1589	15936
93	NN39	AA42	740535	742470	1935	15936
93	NN39	Z34	740535	744756	4221	15936
93	NN39	Z33	740535	741582	1047	15936
93	NN39	HH14	740535	743235	2700	15936
93	NN46	AA72	738744	744243	5499	15936
93	NN46	AA41	738744	742124	3380	15936
93	NN46	AA42	738744	742470	3726	15936
93	NN46	Z33	738744	741582	2838	15936
93	NN46	HH14	738744	743235	4491	15936
93	NN46	Z26	738744	739515	771	15936
93	HH13	AA72	742586	744243	1657	15936
93	HH13	Z34	742586	744756	2170	15936
93	HH13	HH14	742586	743235	649	15936
93	F74	F39	892704	893320	616	31832
93	F74	J15	892704	893320	616	31832
93	JJ64	JJ63	663904	664357	453	53794
93	JJ61	JJ62	652863	653336	473	22525
93	JJ61	JJ70	652863	655372	2509	22525
93	JJ69	JJ70	655018	655372	354	22525
93	RR63	RR64	1436335	1441318	4983	44896
93	RR67	RR68	405924	410474	4550	63268
93	TT10	JJ62	651101	653336	2235	22525
93	TT10	JJ70	651101	655372	4271	22525
93	TT10	TT9	651101	651462	361	22525
93	UU7	UU8	1120575	1121000	425	4907
93	UU24	UU23	532549	534084	1535	13473
95	CC40	CC41	807307	807828	521	11207
95	OO42	OO41	470949	471364	415	41167
95	GG36	GG37	1683011	1683415	404	21820
95	OO47	OO48	745816	746314	498	49479
95	HH16	HH15	1463972	1464306	334	6004
95	GG3	GG2	1071936	1072148	212	5451
95	PP34	PP3	954970	955579	609	26560
95	SS43	SS44	994774	999378	4604	24596
95	SS43	SS56	994774	997236	2462	24596
95	SS97	SS98	1292980	1293329	349	17158
95	SS97	SS100	1292980	1294214	1234	17158
96	MM70	II96	4522655	4524130	1475	33865
96	MM70	DD13	4522655	4528514	5859	33865
96	MM70	LL48	4522655	4526917	4262	33865
96	MM70	CC55	4522655	4524890	2235	33865
96	MM70	CC53	4522655	4525560	2905	33865
96	MM70	SS3	4522655	4526418	3763	33865
96	DD4	CC76	882906	885605	2699	19573
96	DD4	DD3	882906	883307	401	19573
96	DD4	LL80	882906	886729	3823	19573
96	DD4	PP42	882906	885016	2110	19573
96	DD4	PP44	882906	884932	2026	19573
96	DD4	PP46	882906	884881	1975	19573
96	DD4	PP48	882906	884799	1893	19573
96	DD4	PP50	882906	884710	1804	19573
96	LL36	CC76	882564	885605	3041	19573
96	LL36	DD3	882564	883307	743	19573
96	LL36	LL80	882564	886729	4165	19573
96	LL36	PP42	882564	885016	2452	19573
96	LL36	PP44	882564	884932	2368	19573
96	LL36	PP46	882564	884881	2317	19573
96	LL36	PP48	882564	884799	2235	19573
96	LL36	PP50	882564	884710	2146	19573
96	LL81	LL80	886308	886729	421	19573
96	LL13	LL14	4537584	4542653	5069	33865
96	LL13	LL56	4537584	4538706	1122	33865
96	LL13	II99	4537584	4539574	1990	33865
96	LL13	II88	4537584	4541189	3605	33865
96	LL13	QQ52	4537584	4539395	1811	33865
96	LL57	LL14	4541586	4542653	1067	33865
96	GG34	GG35	632460	632958	498	21683
96	II98	LL56	4535872	4538706	2834	33865
96	II98	II99	4535872	4539574	3702	33865
96	II98	II88	4535872	4541189	5317	33865
96	II98	II95	4535872	4537487	1615	33865
96	II98	QQ52	4535872	4539395	3523	33865
96	MM78	LL14	4536865	4542653	5788	33865
96	MM78	LL56	4536865	4538706	1841	33865
96	MM78	II99	4536865	4539574	2709	33865
96	MM78	II88	4536865	4541189	4324	33865
96	MM78	II95	4536865	4537487	622	33865
96	MM78	QQ52	4536865	4539395	2530	33865
96	MM79	EE73	4531077	4534012	2935	33865
96	MM79	II51	4531077	4534523	3446	33865
96	MM79	DD19	4531077	4533742	2665	33865
96	MM79	DD15	4531077	4531788	711	33865
96	MM79	KK38	4531077	4532450	1373	33865
96	MM79	KK40	4531077	4533667	2590	33865
96	MM79	HH37	4531077	4534967	3890	33865
96	MM79	NN14	4531077	4533872	2795	33865
96	MM79	II59	4531077	4534550	3473	33865
96	MM79	DD17	4531077	4535115	4038	33865
96	MM79	PP19	4531077	4535759	4682	33865
96	MM74	II96	4522622	4524130	1508	33865
96	MM74	DD13	4522622	4528514	5892	33865
96	MM74	LL48	4522622	4526917	4295	33865
96	MM74	CC55	4522622	4524890	2268	33865
96	MM74	CC53	4522622	4525560	2938	33865
96	MM74	SS3	4522622	4526418	3796	33865
96	AA4	O72	6107233	6110721	3488	26703
96	AA4	O74	6107233	6109992	2759	26703
96	AA4	O73	6107233	6109113	1880	26703
96	AA4	MM13	6107233	6112376	5143	26703
96	AA4	MM16	6107233	6110054	2821	26703
96	AA4	Y53	6107233	6112112	4879	26703
96	KK1	LL2	2510955	2515065	4110	37759
96	KK1	K30	2510955	2512749	1794	37759
96	MM1	LL2	2512042	2515065	3023	37759
96	MM1	K30	2512042	2512749	707	37759
96	K29	LL2	2512441	2515065	2624	37759
96	K29	K30	2512441	2512749	308	37759
96	EE78	EE73	4531646	4534012	2366	33865
96	EE78	II51	4531646	4534523	2877	33865
96	EE78	DD19	4531646	4533742	2096	33865
96	EE78	KK38	4531646	4532450	804	33865
96	EE78	KK40	4531646	4533667	2021	33865
96	EE78	HH37	4531646	4534967	3321	33865
96	EE78	NN14	4531646	4533872	2226	33865
96	EE78	II59	4531646	4534550	2904	33865
96	EE78	DD17	4531646	4535115	3469	33865
96	EE78	II95	4531646	4537487	5841	33865
96	EE78	PP19	4531646	4535759	4113	33865
96	II50	LL56	4534064	4538706	4642	33865
96	II50	II99	4534064	4539574	5510	33865
96	II50	II51	4534064	4534523	459	33865
96	II50	HH37	4534064	4534967	903	33865
96	II50	II59	4534064	4534550	486	33865
96	II50	DD17	4534064	4535115	1051	33865
96	II50	II95	4534064	4537487	3423	33865
96	II50	PP19	4534064	4535759	1695	33865
96	II50	QQ52	4534064	4539395	5331	33865
96	DD20	EE73	4531951	4534012	2061	33865
96	DD20	II51	4531951	4534523	2572	33865
96	DD20	DD19	4531951	4533742	1791	33865
96	DD20	KK38	4531951	4532450	499	33865
96	DD20	KK40	4531951	4533667	1716	33865
96	DD20	HH37	4531951	4534967	3016	33865
96	DD20	NN14	4531951	4533872	1921	33865
96	DD20	II59	4531951	4534550	2599	33865
96	DD20	DD17	4531951	4535115	3164	33865
96	DD20	II95	4531951	4537487	5536	33865
96	DD20	PP19	4531951	4535759	3808	33865
96	LL82	LL83	879701	880121	420	4247
96	MM75	MM77	4525404	4529350	3946	33865
96	MM75	MM76	4525404	4529293	3889	33865
96	MM75	HH39	4525404	4529605	4201	33865
96	MM75	DD13	4525404	4528514	3110	33865
96	MM75	LL48	4525404	4526917	1513	33865
96	MM75	KK71	4525404	4529432	4028	33865
96	MM75	MM33	4525404	4530171	4767	33865
96	MM75	KK74	4525404	4530656	5252	33865
96	MM75	MM65	4525404	4531102	5698	33865
96	MM75	II91	4525404	4530177	4773	33865
96	MM75	SS3	4525404	4526418	1014	33865
96	HH40	MM77	4525572	4529350	3778	33865
96	HH40	MM76	4525572	4529293	3721	33865
96	HH40	HH39	4525572	4529605	4033	33865
96	HH40	DD13	4525572	4528514	2942	33865
96	HH40	LL48	4525572	4526917	1345	33865
96	HH40	KK71	4525572	4529432	3860	33865
96	HH40	MM33	4525572	4530171	4599	33865
96	HH40	KK74	4525572	4530656	5084	33865
96	HH40	MM65	4525572	4531102	5530	33865
96	HH40	II91	4525572	4530177	4605	33865
96	HH40	SS3	4525572	4526418	846	33865
96	DD14	MM77	4526588	4529350	2762	33865
96	DD14	MM76	4526588	4529293	2705	33865
96	DD14	HH39	4526588	4529605	3017	33865
96	DD14	DD13	4526588	4528514	1926	33865
96	DD14	LL48	4526588	4526917	329	33865
96	DD14	DD15	4526588	4531788	5200	33865
96	DD14	KK71	4526588	4529432	2844	33865
96	DD14	KK38	4526588	4532450	5862	33865
96	DD14	MM33	4526588	4530171	3583	33865
96	DD14	KK74	4526588	4530656	4068	33865
96	DD14	MM65	4526588	4531102	4514	33865
96	DD14	II91	4526588	4530177	3589	33865
96	NN72	II96	4522789	4524130	1341	33865
96	NN72	DD13	4522789	4528514	5725	33865
96	NN72	LL48	4522789	4526917	4128	33865
96	NN72	CC55	4522789	4524890	2101	33865
96	NN72	CC53	4522789	4525560	2771	33865
96	NN72	SS3	4522789	4526418	3629	33865
96	AA49	II96	4522612	4524130	1518	33865
96	AA49	DD13	4522612	4528514	5902	33865
96	AA49	LL48	4522612	4526917	4305	33865
96	AA49	CC55	4522612	4524890	2278	33865
96	AA49	CC53	4522612	4525560	2948	33865
96	AA49	SS3	4522612	4526418	3806	33865
96	CC56	II96	4522490	4524130	1640	33865
96	CC56	LL48	4522490	4526917	4427	33865
96	CC56	CC55	4522490	4524890	2400	33865
96	CC56	CC53	4522490	4525560	3070	33865
96	CC56	SS3	4522490	4526418	3928	33865
96	CC54	MM77	4525190	4529350	4160	33865
96	CC54	MM76	4525190	4529293	4103	33865
96	CC54	HH39	4525190	4529605	4415	33865
96	CC54	DD13	4525190	4528514	3324	33865
96	CC54	LL48	4525190	4526917	1727	33865
96	CC54	CC53	4525190	4525560	370	33865
96	CC54	KK71	4525190	4529432	4242	33865
96	CC54	MM33	4525190	4530171	4981	33865
96	CC54	KK74	4525190	4530656	5466	33865
96	CC54	MM65	4525190	4531102	5912	33865
96	CC54	II91	4525190	4530177	4987	33865
96	CC54	SS3	4525190	4526418	1228	33865
96	LL77	MM77	4527393	4529350	1957	33865
96	LL77	MM76	4527393	4529293	1900	33865
96	LL77	HH39	4527393	4529605	2212	33865
96	LL77	DD13	4527393	4528514	1121	33865
96	LL77	DD15	4527393	4531788	4395	33865
96	LL77	KK71	4527393	4529432	2039	33865
96	LL77	KK38	4527393	4532450	5057	33865
96	LL77	MM33	4527393	4530171	2778	33865
96	LL77	KK74	4527393	4530656	3263	33865
96	LL77	MM65	4527393	4531102	3709	33865
96	LL77	II91	4527393	4530177	2784	33865
96	KK37	MM77	4527432	4529350	1918	33865
96	KK37	MM76	4527432	4529293	1861	33865
96	KK37	HH39	4527432	4529605	2173	33865
96	KK37	DD13	4527432	4528514	1082	33865
96	KK37	DD15	4527432	4531788	4356	33865
96	KK37	KK71	4527432	4529432	2000	33865
96	KK37	KK38	4527432	4532450	5018	33865
96	KK37	MM33	4527432	4530171	2739	33865
96	KK37	KK74	4527432	4530656	3224	33865
96	KK37	MM65	4527432	4531102	3670	33865
96	KK37	II91	4527432	4530177	2745	33865
96	MM32	EE73	4529701	4534012	4311	33865
96	MM32	II51	4529701	4534523	4822	33865
96	MM32	DD19	4529701	4533742	4041	33865
96	MM32	DD15	4529701	4531788	2087	33865
96	MM32	KK38	4529701	4532450	2749	33865
96	MM32	MM33	4529701	4530171	470	33865
96	MM32	KK74	4529701	4530656	955	33865
96	MM32	KK40	4529701	4533667	3966	33865
96	MM32	MM65	4529701	4531102	1401	33865
96	MM32	HH37	4529701	4534967	5266	33865
