contig	primer1	primer2	start	end	size	refrag_size
102	Q35	N67	2275998	2278135	2137	12839
102	Q37	L13	2276004	2276576	572	12839
102	Q37	L30	2276004	2278971	2967	12839
102	Q37	N67	2276004	2278135	2131	12839
102	L31	L30	2277471	2278971	1500	12839
102	L31	N67	2277471	2278135	664	12839
102	N78	L13	2274905	2276576	1671	12839
102	N78	Q36	2274905	2275624	719	12839
102	N78	L30	2274905	2278971	4066	12839
102	N78	L6	2274905	2276160	1255	12839
102	N78	N67	2274905	2278135	3230	12839
102	L4	L13	2274939	2276576	1637	12839
102	L4	Q36	2274939	2275624	685	12839
102	L4	L30	2274939	2278971	4032	12839
102	L4	L6	2274939	2276160	1221	12839
102	L4	N67	2274939	2278135	3196	12839
102	L5	L13	2275606	2276576	970	12839
102	L5	L30	2275606	2278971	3365	12839
102	L5	L6	2275606	2276160	554	12839
102	L5	N67	2275606	2278135	2529	12839
102	N68	L30	2276632	2278971	2339	12839
102	N68	N67	2276632	2278135	1503	12839
102	Q39	L13	2273790	2276576	2786	12839
102	Q39	Q36	2273790	2275624	1834	12839
102	Q39	L30	2273790	2278971	5181	12839
102	Q39	L6	2273790	2276160	2370	12839
102	Q39	L7	2273790	2274688	898	12839
102	Q39	N67	2273790	2278135	4345	12839
102	I68	I67	2260810	2261245	435	5927
102	EE32	U52	1375615	1379069	3454	13940
102	EE32	U43	1375615	1377471	1856	13940
102	EE32	Y26	1375615	1379612	3997	13940
102	EE32	Q60	1375615	1376632	1017	13940
102	U37	U52	1376272	1379069	2797	13940
102	U37	U43	1376272	1377471	1199	13940
102	U37	Y26	1376272	1379612	3340	13940
102	U37	Q60	1376272	1376632	360	13940
102	OO59	NN64	1112101	1113708	1607	8336
102	OO59	MM25	1112101	1115007	2906	8336
102	OO59	OO60	1112101	1114044	1943	8336
102	OO59	PP7	1112101	1113416	1315	8336
102	OO59	TT39	1112101	1112605	504	8336
102	OO71	CC7	3344105	3346036	1931	9517
102	PP6	NN64	1113064	1113708	644	8336
102	PP6	MM25	1113064	1115007	1943	8336
102	PP6	OO60	1113064	1114044	980	8336
102	PP6	PP7	1113064	1113416	352	8336
102	PP12	CC7	3344045	3346036	1991	9517
102	PP31	PP30	941478	943093	1615	6180
102	PP56	NN23	2318043	2320814	2771	12302
102	PP56	DD21	2318043	2320430	2387	12302
102	PP56	MM69	2318043	2321346	3303	12302
102	PP56	PP55	2318043	2318388	345	12302
102	QQ70	NN47	450708	452653	1945	2982
102	QQ70	N59	450708	451388	680	2982
102	QQ70	RR33	450708	451327	619	2982
102	QQ74	OO33	943897	944239	342	19021
102	QQ75	QQ80	3490430	3491664	1234	4975
102	QQ79	QQ80	3491316	3491664	348	4975
102	RR30	QQ65	788644	790873	2229	6855
102	RR30	RR29	788644	789065	421	6855
102	RR34	NN47	450875	452653	1778	2982
102	RR34	N59	450875	451388	513	2982
102	RR34	RR33	450875	451327	452	2982
102	RR44	QQ65	788587	790873	2286	6855
102	RR44	RR29	788587	789065	478	6855
102	TT38	NN64	1112606	1113708	1102	8336
102	TT38	MM25	1112606	1115007	2401	8336
102	TT38	OO60	1112606	1114044	1438	8336
102	TT38	PP7	1112606	1113416	810	8336
103	LL21	DD11	263962	264949	987	8529
103	LL21	CC57	263962	264590	628	8529
103	LL21	GG69	263962	264655	693	8529
103	LL21	GG67	263962	264845	883	8529
103	LL21	CC51	263962	264774	812	8529
103	LL21	JJ20	263962	266262	2300	8529
103	LL21	II15	263962	268116	4154	8529
103	LL22	DD11	264135	264949	814	8529
103	LL22	CC57	264135	264590	455	8529
103	LL22	GG69	264135	264655	520	8529
103	LL22	GG67	264135	264845	710	8529
103	LL22	CC51	264135	264774	639	8529
103	LL22	JJ20	264135	266262	2127	8529
103	LL22	II15	264135	268116	3981	8529
103	DD12	DD11	264296	264949	653	8529
103	DD12	CC57	264296	264590	294	8529
103	DD12	GG69	264296	264655	359	8529
103	DD12	GG67	264296	264845	549	8529
103	DD12	CC51	264296	264774	478	8529
103	DD12	JJ20	264296	266262	1966	8529
103	DD12	II15	264296	268116	3820	8529
103	CC58	DD11	263166	264949	1783	8529
103	CC58	CC57	263166	264590	1424	8529
103	CC58	GG69	263166	264655	1489	8529
103	CC58	GG67	263166	264845	1679	8529
103	CC58	CC51	263166	264774	1608	8529
103	CC58	JJ20	263166	266262	3096	8529
103	CC58	II15	263166	268116	4950	8529
103	CC58	II14	263166	263831	665	8529
103	GG70	DD11	264656	264949	293	8529
103	GG70	JJ20	264656	266262	1606	8529
103	GG70	II15	264656	268116	3460	8529
103	CC52	DD11	264526	264949	423	8529
103	CC52	GG67	264526	264845	319	8529
103	CC52	CC51	264526	264774	248	8529
103	CC52	JJ20	264526	266262	1736	8529
103	CC52	II15	264526	268116	3590	8529
103	LL100	LL78	2702011	2707829	5818	15480
103	LL100	LL99	2702011	2707663	5652	15480
103	KK27	JJ32	2698467	2701592	3125	15480
103	KK27	JJ36	2698467	2700436	1969	15480
103	JJ79	JJ32	2698730	2701592	2862	15480
103	JJ79	JJ36	2698730	2700436	1706	15480
103	kk79	JJ32	2698600	2701592	2992	15480
103	kk79	JJ36	2698600	2700436	1836	15480
103	HH54	N74	878199	879728	1529	9474
103	CC69	HH53	874879	878194	3315	9474
103	CC69	N74	874879	879728	4849	9474
103	JJ35	JJ32	2700235	2701592	1357	15480
103	JJ35	JJ36	2700235	2700436	201	15480
103	OO37	OO38	1936479	1936970	491	12235
103	LL66	LL65	3139241	3139700	459	11993
103	JJ17	DD11	263890	264949	1059	8529
103	JJ17	CC57	263890	264590	700	8529
103	JJ17	GG69	263890	264655	765	8529
103	JJ17	GG67	263890	264845	955	8529
103	JJ17	CC51	263890	264774	884	8529
103	JJ17	JJ20	263890	266262	2372	8529
103	JJ17	II15	263890	268116	4226	8529
103	II16	II15	267559	268116	557	8529
103	II13	DD11	263511	264949	1438	8529
103	II13	CC57	263511	264590	1079	8529
103	II13	GG69	263511	264655	1144	8529
103	II13	GG67	263511	264845	1334	8529
103	II13	CC51	263511	264774	1263	8529
103	II13	JJ20	263511	266262	2751	8529
103	II13	II15	263511	268116	4605	8529
103	II13	II14	263511	263831	320	8529
103	OO66	HH53	876002	878194	2192	9474
103	OO66	N74	876002	879728	3726	9474
103	RR28	RR27	3023547	3023908	361	7436
103	RR39	RR40	476297	480120	3823	8980
103	RR50	RR48	3258712	3263936	5224	10966
103	RR72	RR71	1289017	1294337	5320	11820
103	RR80	RR81	2296429	2300791	4362	18529
103	UU19	UU20	49778	53913	4135	18381
93	AA73	AA70	737667	738058	391	6126
93	AA73	Z26	737667	739515	1848	6126
93	AA36	AA35	736490	737219	729	6126
93	AA36	AA70	736490	738058	1568	6126
93	AA36	Z26	736490	739515	3025	6126
93	Z35	AA35	736102	737219	1117	6126
93	Z35	AA70	736102	738058	1956	6126
93	Z35	Z26	736102	739515	3413	6126
93	Z27	Z26	738935	739515	580	6126
93	Z32	Z26	737999	739515	1516	6126
93	OO8	Z26	738951	739515	564	6126
93	JJ68	JJ67	648596	648906	310	16258
93	JJ68	JJ62	648596	653336	4740	16258
93	JJ68	TT9	648596	651462	2866	16258
93	NN39	AA41	740535	742124	1589	3816
93	NN39	AA42	740535	742470	1935	3816
93	NN39	Z33	740535	741582	1047	3816
93	NN39	HH14	740535	743235	2700	3816
93	NN46	Z26	738744	739515	771	6126
93	HH13	HH14	742586	743235	649	3816
93	F74	F39	892704	893320	616	19074
93	F74	J15	892704	893320	616	19074
93	JJ61	JJ62	652863	653336	473	16258
93	JJ69	JJ70	655018	655372	354	3248
93	RR67	RR68	405924	410474	4550	18416
93	TT10	JJ62	651101	653336	2235	16258
93	TT10	TT9	651101	651462	361	16258
93	UU7	UU8	1120575	1121000	425	7646
93	UU26	UU25	528390	529881	1491	3125
95	CC40	CC41	807307	807828	521	14234
95	OO42	OO41	470949	471364	415	8119
95	GG36	GG37	1683011	1683415	404	3165
95	HH16	HH15	1463972	1464306	334	9550
95	PP34	PP3	954970	955579	609	10565
95	SS43	SS56	994774	997236	2462	9338
95	SS97	SS98	1292980	1293329	349	12473
95	SS97	SS100	1292980	1294214	1234	12473
95	SS99	SS98	1289137	1293329	4192	12473
95	SS99	SS100	1289137	1294214	5077	12473
96	MM70	II96	4522655	4524130	1475	9803
96	MM70	DD13	4522655	4528514	5859	9803
96	MM70	LL48	4522655	4526917	4262	9803
96	MM70	CC55	4522655	4524890	2235	9803
96	MM70	CC53	4522655	4525560	2905	9803
96	MM70	SS3	4522655	4526418	3763	9803
96	CC77	DD3	881509	883307	1798	4349
96	DD4	DD3	882906	883307	401	4349
96	LL79	DD3	881162	883307	2145	4349
96	LL36	DD3	882564	883307	743	4349
96	LL81	LL80	886308	886729	421	13570
96	LL13	LL14	4537584	4542653	5069	16138
96	LL13	LL56	4537584	4538706	1122	16138
96	LL13	II99	4537584	4539574	1990	16138
96	LL13	II88	4537584	4541189	3605	16138
96	LL13	QQ52	4537584	4539395	1811	16138
96	LL57	LL14	4541586	4542653	1067	16138
96	II98	LL56	4535872	4538706	2834	16138
96	II98	II99	4535872	4539574	3702	16138
96	II98	II88	4535872	4541189	5317	16138
96	II98	II95	4535872	4537487	1615	16138
96	II98	QQ52	4535872	4539395	3523	16138
96	MM78	LL14	4536865	4542653	5788	16138
96	MM78	LL56	4536865	4538706	1841	16138
96	MM78	II99	4536865	4539574	2709	16138
96	MM78	II88	4536865	4541189	4324	16138
96	MM78	II95	4536865	4537487	622	16138
96	MM78	QQ52	4536865	4539395	2530	16138
96	MM79	DD15	4531077	4531788	711	9803
96	MM74	II96	4522622	4524130	1508	9803
96	MM74	DD13	4522622	4528514	5892	9803
96	MM74	LL48	4522622	4526917	4295	9803
96	MM74	CC55	4522622	4524890	2268	9803
96	MM74	CC53	4522622	4525560	2938	9803
96	MM74	SS3	4522622	4526418	3796	9803
96	KK1	LL2	2510955	2515065	4110	16058
96	KK1	K30	2510955	2512749	1794	16058
96	MM1	LL2	2512042	2515065	3023	16058
96	MM1	K30	2512042	2512749	707	16058
96	K29	LL2	2512441	2515065	2624	16058
96	K29	K30	2512441	2512749	308	16058
96	II50	LL56	4534064	4538706	4642	16138
96	II50	II99	4534064	4539574	5510	16138
96	II50	II51	4534064	4534523	459	16138
96	II50	HH37	4534064	4534967	903	16138
96	II50	II59	4534064	4534550	486	16138
96	II50	DD17	4534064	4535115	1051	16138
96	II50	II95	4534064	4537487	3423	16138
96	II50	PP19	4534064	4535759	1695	16138
96	II50	QQ52	4534064	4539395	5331	16138
96	MM75	MM77	4525404	4529350	3946	9803
96	MM75	MM76	4525404	4529293	3889	9803
96	MM75	HH39	4525404	4529605	4201	9803
96	MM75	DD13	4525404	4528514	3110	9803
96	MM75	LL48	4525404	4526917	1513	9803
96	MM75	KK71	4525404	4529432	4028	9803
96	MM75	MM33	4525404	4530171	4767	9803
96	MM75	KK74	4525404	4530656	5252	9803
96	MM75	MM65	4525404	4531102	5698	9803
96	MM75	II91	4525404	4530177	4773	9803
96	MM75	SS3	4525404	4526418	1014	9803
96	HH40	MM77	4525572	4529350	3778	9803
96	HH40	MM76	4525572	4529293	3721	9803
96	HH40	HH39	4525572	4529605	4033	9803
96	HH40	DD13	4525572	4528514	2942	9803
96	HH40	LL48	4525572	4526917	1345	9803
96	HH40	KK71	4525572	4529432	3860	9803
96	HH40	MM33	4525572	4530171	4599	9803
96	HH40	KK74	4525572	4530656	5084	9803
96	HH40	MM65	4525572	4531102	5530	9803
96	HH40	II91	4525572	4530177	4605	9803
96	HH40	SS3	4525572	4526418	846	9803
96	II62	II57	5490792	5494022	3230	5785
96	DD14	MM77	4526588	4529350	2762	9803
96	DD14	MM76	4526588	4529293	2705	9803
96	DD14	HH39	4526588	4529605	3017	9803
96	DD14	DD13	4526588	4528514	1926	9803
96	DD14	LL48	4526588	4526917	329	9803
96	DD14	DD15	4526588	4531788	5200	9803
96	DD14	KK71	4526588	4529432	2844	9803
96	DD14	MM33	4526588	4530171	3583	9803
96	DD14	KK74	4526588	4530656	4068	9803
96	DD14	MM65	4526588	4531102	4514	9803
96	DD14	II91	4526588	4530177	3589	9803
96	NN72	II96	4522789	4524130	1341	9803
96	NN72	DD13	4522789	4528514	5725	9803
96	NN72	LL48	4522789	4526917	4128	9803
96	NN72	CC55	4522789	4524890	2101	9803
96	NN72	CC53	4522789	4525560	2771	9803
96	NN72	SS3	4522789	4526418	3629	9803
96	AA49	II96	4522612	4524130	1518	9803
96	AA49	DD13	4522612	4528514	5902	9803
96	AA49	LL48	4522612	4526917	4305	9803
96	AA49	CC55	4522612	4524890	2278	9803
96	AA49	CC53	4522612	4525560	2948	9803
96	AA49	SS3	4522612	4526418	3806	9803
96	CC54	MM77	4525190	4529350	4160	9803
96	CC54	MM76	4525190	4529293	4103	9803
96	CC54	HH39	4525190	4529605	4415	9803
96	CC54	DD13	4525190	4528514	3324	9803
96	CC54	LL48	4525190	4526917	1727	9803
96	CC54	CC53	4525190	4525560	370	9803
96	CC54	KK71	4525190	4529432	4242	9803
96	CC54	MM33	4525190	4530171	4981	9803
96	CC54	KK74	4525190	4530656	5466	9803
96	CC54	MM65	4525190	4531102	5912	9803
96	CC54	II91	4525190	4530177	4987	9803
96	CC54	SS3	4525190	4526418	1228	9803
96	LL77	MM77	4527393	4529350	1957	9803
96	LL77	MM76	4527393	4529293	1900	9803
96	LL77	HH39	4527393	4529605	2212	9803
96	LL77	DD13	4527393	4528514	1121	9803
96	LL77	DD15	4527393	4531788	4395	9803
96	LL77	KK71	4527393	4529432	2039	9803
96	LL77	MM33	4527393	4530171	2778	9803
96	LL77	KK74	4527393	4530656	3263	9803
96	LL77	MM65	4527393	4531102	3709	9803
96	LL77	II91	4527393	4530177	2784	9803
96	KK37	MM77	4527432	4529350	1918	9803
96	KK37	MM76	4527432	4529293	1861	9803
96	KK37	HH39	4527432	4529605	2173	9803
96	KK37	DD13	4527432	4528514	1082	9803
96	KK37	DD15	4527432	4531788	4356	9803
96	KK37	KK71	4527432	4529432	2000	9803
96	KK37	MM33	4527432	4530171	2739	9803
96	KK37	KK74	4527432	4530656	3224	9803
96	KK37	MM65	4527432	4531102	3670	9803
96	KK37	II91	4527432	4530177	2745	9803
96	MM32	DD15	4529701	4531788	2087	9803
96	MM32	MM33	4529701	4530171	470	9803
96	MM32	KK74	4529701	4530656	955	9803
96	MM32	MM65	4529701	4531102	1401	9803
96	MM32	II91	4529701	4530177	476	9803
96	KK39	MM77	4528113	4529350	1237	9803
96	KK39	MM76	4528113	4529293	1180	9803
96	KK39	HH39	4528113	4529605	1492	9803
96	KK39	DD13	4528113	4528514	401	9803
96	KK39	DD15	4528113	4531788	3675	9803
96	KK39	KK71	4528113	4529432	1319	9803
96	KK39	MM33	4528113	4530171	2058	9803
96	KK39	KK74	4528113	4530656	2543	9803
96	KK39	MM65	4528113	4531102	2989	9803
96	KK39	II91	4528113	4530177	2064	9803
96	MM64	DD15	4530846	4531788	942	9803
96	MM64	MM65	4530846	4531102	256	9803
96	NN13	LL56	4533879	4538706	4827	16138
96	NN13	II99	4533879	4539574	5695	16138
96	NN13	II51	4533879	4534523	644	16138
96	NN13	HH37	4533879	4534967	1088	16138
96	NN13	II59	4533879	4534550	671	16138
96	NN13	DD17	4533879	4535115	1236	16138
96	NN13	II95	4533879	4537487	3608	16138
96	NN13	PP19	4533879	4535759	1880	16138
96	NN13	QQ52	4533879	4539395	5516	16138
96	NN12	LL56	4533918	4538706	4788	16138
96	NN12	II99	4533918	4539574	5656	16138
96	NN12	II51	4533918	4534523	605	16138
96	NN12	HH37	4533918	4534967	1049	16138
96	NN12	II59	4533918	4534550	632	16138
96	NN12	DD17	4533918	4535115	1197	16138
96	NN12	II95	4533918	4537487	3569	16138
96	NN12	PP19	4533918	4535759	1841	16138
96	NN12	QQ52	4533918	4539395	5477	16138
96	NN11	LL56	4533827	4538706	4879	16138
96	NN11	II99	4533827	4539574	5747	16138
96	NN11	II51	4533827	4534523	696	16138
96	NN11	HH37	4533827	4534967	1140	16138
96	NN11	II59	4533827	4534550	723	16138
96	NN11	DD17	4533827	4535115	1288	16138
96	NN11	II95	4533827	4537487	3660	16138
96	NN11	PP19	4533827	4535759	1932	16138
96	NN11	QQ52	4533827	4539395	5568	16138
96	NN10	LL56	4533721	4538706	4985	16138
96	NN10	II99	4533721	4539574	5853	16138
96	NN10	EE73	4533721	4534012	291	16138
96	NN10	II51	4533721	4534523	802	16138
96	NN10	HH37	4533721	4534967	1246	16138
96	NN10	II59	4533721	4534550	829	16138
96	NN10	DD17	4533721	4535115	1394	16138
96	NN10	II95	4533721	4537487	3766	16138
96	NN10	PP19	4533721	4535759	2038	16138
96	NN10	QQ52	4533721	4539395	5674	16138
96	NN9	LL56	4533620	4538706	5086	16138
96	NN9	II99	4533620	4539574	5954	16138
96	NN9	EE73	4533620	4534012	392	16138
96	NN9	II51	4533620	4534523	903	16138
96	NN9	HH37	4533620	4534967	1347	16138
96	NN9	NN14	4533620	4533872	252	16138
96	NN9	II59	4533620	4534550	930	16138
96	NN9	DD17	4533620	4535115	1495	16138
96	NN9	II95	4533620	4537487	3867	16138
96	NN9	PP19	4533620	4535759	2139	16138
96	NN9	QQ52	4533620	4539395	5775	16138
96	II58	LL56	4534061	4538706	4645	16138
96	II58	II99	4534061	4539574	5513	16138
96	II58	II51	4534061	4534523	462	16138
96	II58	HH37	4534061	4534967	906	16138
96	II58	II59	4534061	4534550	489	16138
96	II58	DD17	4534061	4535115	1054	16138
96	II58	II95	4534061	4537487	3426	16138
96	II58	PP19	4534061	4535759	1698	16138
96	II58	QQ52	4534061	4539395	5334	16138
96	HH38	EE73	4532569	4534012	1443	16138
96	HH38	II51	4532569	4534523	1954	16138
96	HH38	DD19	4532569	4533742	1173	16138
96	HH38	KK40	4532569	4533667	1098	16138
96	HH38	HH37	4532569	4534967	2398	16138
96	HH38	NN14	4532569	4533872	1303	16138
96	HH38	II59	4532569	4534550	1981	16138
96	HH38	DD17	4532569	4535115	2546	16138
96	HH38	II95	4532569	4537487	4918	16138
96	HH38	PP19	4532569	4535759	3190	16138
96	DD18	LL56	4533888	4538706	4818	16138
96	DD18	II99	4533888	4539574	5686	16138
96	DD18	II51	4533888	4534523	635	16138
96	DD18	HH37	4533888	4534967	1079	16138
96	DD18	II59	4533888	4534550	662	16138
96	DD18	DD17	4533888	4535115	1227	16138
96	DD18	II95	4533888	4537487	3599	16138
96	DD18	PP19	4533888	4535759	1871	16138
96	DD18	QQ52	4533888	4539395	5507	16138
96	II89	LL14	4540093	4542653	2560	16138
96	II89	II88	4540093	4541189	1096	16138
96	II90	DD15	4529651	4531788	2137	9803
96	II90	MM33	4529651	4530171	520	9803
96	II90	KK74	4529651	4530656	1005	9803
96	II90	MM65	4529651	4531102	1451	9803
96	II90	II91	4529651	4530177	526	9803
96	II93	DD15	4531104	4531788	684	9803
96	II94	LL56	4536568	4538706	2138	16138
96	II94	II99	4536568	4539574	3006	16138
96	II94	II88	4536568	4541189	4621	16138
96	II94	II95	4536568	4537487	919	16138
96	II94	QQ52	4536568	4539395	2827	16138
96	AA15	NN35	5924457	5926761	2304	19881
96	AA15	DD5	5924457	5927096	2639	19881
96	AA15	AA22	5924457	5926761	2304	19881
96	AA15	AA14	5924457	5924972	515	19881
96	N12	L62	4783700	4784041	341	10676
96	N11	L62	4783322	4784041	719	10676
96	N11	J19	4783322	4783707	385	10676
96	L70	L69	1595522	1596081	559	2679
96	L71	L62	4783055	4784041	986	10676
96	L71	J19	4783055	4783707	652	10676
96	L71	J17	4783055	4783334	279	10676
96	L71	J29	4783055	4783321	266	10676
96	GG31	GG32	337188	337500	312	11932
96	GG31	GG30	337188	339257	2069	11932
96	FF9	FF8	567170	567466	296	2580
96	JJ66	JJ65	4761530	4761882	352	17096
96	JJ66	QQ22	4761530	4764618	3088	17096
96	JJ66	QQ32	4761530	4764990	3460	17096
96	JJ66	QQ38	4761530	4764662	3132	17096
96	L57	AA6	4106296	4108819	2523	11464
96	L57	L50	4106296	4107655	1359	11464
96	L57	L59	4106296	4108560	2264	11464
96	L58	AA6	4108253	4108819	566	11464
96	L58	L59	4108253	4108560	307	11464
96	N31	AA6	4106930	4108819	1889	11464
96	N31	L50	4106930	4107655	725	11464
96	N31	L59	4106930	4108560	1630	11464
96	GG29	GG32	335856	337500	1644	11932
96	GG29	GG30	335856	339257	3401	11932
96	PP18	LL56	4532915	4538706	5791	16138
96	PP18	EE73	4532915	4534012	1097	16138
96	PP18	II51	4532915	4534523	1608	16138
96	PP18	DD19	4532915	4533742	827	16138
96	PP18	KK40	4532915	4533667	752	16138
96	PP18	HH37	4532915	4534967	2052	16138
96	PP18	NN14	4532915	4533872	957	16138
96	PP18	II59	4532915	4534550	1635	16138
96	PP18	DD17	4532915	4535115	2200	16138
96	PP18	II95	4532915	4537487	4572	16138
96	PP18	PP19	4532915	4535759	2844	16138
96	PP43	CC76	885160	885605	445	13570
96	PP43	LL80	885160	886729	1569	13570
96	PP45	CC76	885017	885605	588	13570
96	PP45	LL80	885017	886729	1712	13570
96	PP47	CC76	884933	885605	672	13570
96	PP47	LL80	884933	886729	1796	13570
96	PP49	CC76	884882	885605	723	13570
96	PP49	LL80	884882	886729	1847	13570
96	PP51	CC76	884800	885605	805	13570
96	PP51	LL80	884800	886729	1929	13570
96	PP51	PP42	884800	885016	216	13570
96	QQ23	JJ65	4758931	4761882	2951	17096
96	QQ23	QQ22	4758931	4764618	5687	17096
96	QQ23	QQ38	4758931	4764662	5731	17096
96	RR9	RR10	2243777	2248533	4756	6780
96	RR38	RR37	1070594	1074843	4249	14280
96	RR38	TT44	1070594	1075687	5093	14280
96	SS4	MM77	4526427	4529350	2923	9803
96	SS4	MM76	4526427	4529293	2866	9803
96	SS4	HH39	4526427	4529605	3178	9803
96	SS4	DD13	4526427	4528514	2087	9803
96	SS4	LL48	4526427	4526917	490	9803
96	SS4	DD15	4526427	4531788	5361	9803
96	SS4	KK71	4526427	4529432	3005	9803
96	SS4	MM33	4526427	4530171	3744	9803
96	SS4	KK74	4526427	4530656	4229	9803
96	SS4	MM65	4526427	4531102	4675	9803
96	SS4	II91	4526427	4530177	3750	9803
96	SS32	SS31	865499	865892	393	14257
96	SS48	SS57	3004179	3007013	2834	7043
96	SS58	SS57	3006593	3007013	420	7043
96	TT45	RR37	1070061	1074843	4782	14280
96	TT45	TT44	1070061	1075687	5626	14280
96	TT59	TT58	2212846	2217017	4171	6839
97	DD8	DD6	2683719	2687146	3427	5410
97	DD8	DD7	2683719	2684120	401	5410
97	DD8	AA34	2683719	2686797	3078	5410
