contig	primer1	primer2	start	end	size
103	EE35	NN21	1686249	1689162	2913
103	EE35	CC13	1686249	1690915	4666
103	EE35	EE34	1686249	1690736	4487
103	CC14	NN21	1686173	1689162	2989
103	CC14	CC13	1686173	1690915	4742
103	CC14	EE34	1686173	1690736	4563
103	OO66	HH53	876002	878194	2192
103	OO66	N74	876002	879728	3726
103	QQ18	JJ60	2439975	2442994	3019
103	QQ18	QQ19	2439975	2445881	5906
103	QQ18	TT7	2439975	2440610	635
103	QQ36	JJ60	2439926	2442994	3068
103	QQ36	QQ19	2439926	2445881	5955
103	QQ36	TT7	2439926	2440610	684
103	RR28	RR27	3023547	3023908	361
103	RR39	RR40	476297	480120	3823
103	RR50	RR48	3258712	3263936	5224
103	RR72	RR71	1289017	1294337	5320
103	RR80	RR81	2296429	2300791	4362
103	TT8	JJ60	2440224	2442994	2770
103	TT8	QQ19	2440224	2445881	5657
103	TT8	TT7	2440224	2440610	386
103	UU4	UU3	1837451	1837719	268
103	UU19	UU20	49778	53913	4135
93	AA73	AA70	737667	738058	391
93	AA73	Z26	737667	739515	1848
93	AA36	AA35	736490	737219	729
93	AA36	AA70	736490	738058	1568
93	AA36	Z26	736490	739515	3025
93	L63	L64	25733	26062	329
93	Z35	AA35	736102	737219	1117
93	Z35	AA70	736102	738058	1956
93	Z35	Z26	736102	739515	3413
93	Z27	Z26	738935	739515	580
93	Z32	Z26	737999	739515	1516
93	OO8	Z26	738951	739515	564
93	JJ68	JJ67	648596	648906	310
93	JJ68	JJ62	648596	653336	4740
93	JJ68	TT9	648596	651462	2866
93	NN39	AA41	740535	742124	1589
93	NN39	AA42	740535	742470	1935
93	NN39	Z33	740535	741582	1047
93	NN39	HH14	740535	743235	2700
93	NN46	Z26	738744	739515	771
93	HH13	HH14	742586	743235	649
93	F74	F39	892704	893320	616
93	F74	J15	892704	893320	616
93	JJ64	JJ63	663904	664357	453
93	JJ61	JJ62	652863	653336	473
93	JJ69	JJ70	655018	655372	354
93	RR67	RR68	405924	410474	4550
93	TT10	JJ62	651101	653336	2235
93	TT10	TT9	651101	651462	361
93	UU7	UU8	1120575	1121000	425
93	UU26	UU25	528390	529881	1491
95	CC40	CC41	807307	807828	521
95	OO42	OO41	470949	471364	415
95	GG36	GG37	1683011	1683415	404
95	OO47	OO48	745816	746314	498
95	HH16	HH15	1463972	1464306	334
95	GG3	GG2	1071936	1072148	212
95	PP34	PP3	954970	955579	609
95	SS43	SS56	994774	997236	2462
95	SS97	SS98	1292980	1293329	349
95	SS97	SS100	1292980	1294214	1234
95	SS99	SS98	1289137	1293329	4192
95	SS99	SS100	1289137	1294214	5077
96	MM70	II96	4522655	4524130	1475
96	MM70	DD13	4522655	4528514	5859
96	MM70	LL48	4522655	4526917	4262
96	MM70	CC55	4522655	4524890	2235
96	MM70	CC53	4522655	4525560	2905
96	MM70	SS3	4522655	4526418	3763
96	CC77	DD3	881509	883307	1798
96	DD4	DD3	882906	883307	401
96	LL79	DD3	881162	883307	2145
96	LL36	DD3	882564	883307	743
96	LL81	LL80	886308	886729	421
96	LL13	LL14	4537584	4542653	5069
96	LL13	LL56	4537584	4538706	1122
96	LL13	II99	4537584	4539574	1990
96	LL13	II88	4537584	4541189	3605
96	LL13	QQ52	4537584	4539395	1811
96	LL57	LL14	4541586	4542653	1067
96	GG34	GG35	632460	632958	498
96	II98	LL56	4535872	4538706	2834
96	II98	II99	4535872	4539574	3702
96	II98	II88	4535872	4541189	5317
96	II98	II95	4535872	4537487	1615
96	II98	QQ52	4535872	4539395	3523
96	MM78	LL14	4536865	4542653	5788
96	MM78	LL56	4536865	4538706	1841
96	MM78	II99	4536865	4539574	2709
96	MM78	II88	4536865	4541189	4324
96	MM78	II95	4536865	4537487	622
96	MM78	QQ52	4536865	4539395	2530
96	MM79	DD15	4531077	4531788	711
96	MM74	II96	4522622	4524130	1508
96	MM74	DD13	4522622	4528514	5892
96	MM74	LL48	4522622	4526917	4295
96	MM74	CC55	4522622	4524890	2268
96	MM74	CC53	4522622	4525560	2938
96	MM74	SS3	4522622	4526418	3796
96	AA4	O72	6107233	6110721	3488
96	AA4	O74	6107233	6109992	2759
96	AA4	O73	6107233	6109113	1880
96	AA4	MM13	6107233	6112376	5143
96	AA4	MM16	6107233	6110054	2821
96	AA4	Y53	6107233	6112112	4879
96	KK1	LL2	2510955	2515065	4110
96	KK1	K30	2510955	2512749	1794
96	MM1	LL2	2512042	2515065	3023
96	MM1	K30	2512042	2512749	707
96	K29	LL2	2512441	2515065	2624
96	K29	K30	2512441	2512749	308
96	II50	LL56	4534064	4538706	4642
96	II50	II99	4534064	4539574	5510
96	II50	II51	4534064	4534523	459
96	II50	HH37	4534064	4534967	903
96	II50	II59	4534064	4534550	486
96	II50	DD17	4534064	4535115	1051
96	II50	II95	4534064	4537487	3423
96	II50	PP19	4534064	4535759	1695
96	II50	QQ52	4534064	4539395	5331
96	MM75	MM77	4525404	4529350	3946
96	MM75	MM76	4525404	4529293	3889
96	MM75	HH39	4525404	4529605	4201
96	MM75	DD13	4525404	4528514	3110
96	MM75	LL48	4525404	4526917	1513
96	MM75	KK71	4525404	4529432	4028
96	MM75	MM33	4525404	4530171	4767
96	MM75	KK74	4525404	4530656	5252
96	MM75	MM65	4525404	4531102	5698
96	MM75	II91	4525404	4530177	4773
96	MM75	SS3	4525404	4526418	1014
96	HH40	MM77	4525572	4529350	3778
96	HH40	MM76	4525572	4529293	3721
96	HH40	HH39	4525572	4529605	4033
96	HH40	DD13	4525572	4528514	2942
96	HH40	LL48	4525572	4526917	1345
96	HH40	KK71	4525572	4529432	3860
96	HH40	MM33	4525572	4530171	4599
96	HH40	KK74	4525572	4530656	5084
96	HH40	MM65	4525572	4531102	5530
96	HH40	II91	4525572	4530177	4605
96	HH40	SS3	4525572	4526418	846
96	II62	II57	5490792	5494022	3230
96	DD14	MM77	4526588	4529350	2762
96	DD14	MM76	4526588	4529293	2705
96	DD14	HH39	4526588	4529605	3017
96	DD14	DD13	4526588	4528514	1926
96	DD14	LL48	4526588	4526917	329
96	DD14	DD15	4526588	4531788	5200
96	DD14	KK71	4526588	4529432	2844
96	DD14	MM33	4526588	4530171	3583
96	DD14	KK74	4526588	4530656	4068
96	DD14	MM65	4526588	4531102	4514
96	DD14	II91	4526588	4530177	3589
96	NN72	II96	4522789	4524130	1341
96	NN72	DD13	4522789	4528514	5725
96	NN72	LL48	4522789	4526917	4128
96	NN72	CC55	4522789	4524890	2101
96	NN72	CC53	4522789	4525560	2771
96	NN72	SS3	4522789	4526418	3629
96	AA49	II96	4522612	4524130	1518
96	AA49	DD13	4522612	4528514	5902
96	AA49	LL48	4522612	4526917	4305
96	AA49	CC55	4522612	4524890	2278
96	AA49	CC53	4522612	4525560	2948
96	AA49	SS3	4522612	4526418	3806
96	CC54	MM77	4525190	4529350	4160
96	CC54	MM76	4525190	4529293	4103
96	CC54	HH39	4525190	4529605	4415
96	CC54	DD13	4525190	4528514	3324
96	CC54	LL48	4525190	4526917	1727
96	CC54	CC53	4525190	4525560	370
96	CC54	KK71	4525190	4529432	4242
96	CC54	MM33	4525190	4530171	4981
96	CC54	KK74	4525190	4530656	5466
96	CC54	MM65	4525190	4531102	5912
96	CC54	II91	4525190	4530177	4987
96	CC54	SS3	4525190	4526418	1228
96	LL77	MM77	4527393	4529350	1957
96	LL77	MM76	4527393	4529293	1900
96	LL77	HH39	4527393	4529605	2212
96	LL77	DD13	4527393	4528514	1121
96	LL77	DD15	4527393	4531788	4395
96	LL77	KK71	4527393	4529432	2039
96	LL77	MM33	4527393	4530171	2778
96	LL77	KK74	4527393	4530656	3263
96	LL77	MM65	4527393	4531102	3709
96	LL77	II91	4527393	4530177	2784
96	KK37	MM77	4527432	4529350	1918
96	KK37	MM76	4527432	4529293	1861
96	KK37	HH39	4527432	4529605	2173
96	KK37	DD13	4527432	4528514	1082
96	KK37	DD15	4527432	4531788	4356
96	KK37	KK71	4527432	4529432	2000
96	KK37	MM33	4527432	4530171	2739
96	KK37	KK74	4527432	4530656	3224
96	KK37	MM65	4527432	4531102	3670
96	KK37	II91	4527432	4530177	2745
96	MM32	DD15	4529701	4531788	2087
96	MM32	MM33	4529701	4530171	470
96	MM32	KK74	4529701	4530656	955
96	MM32	MM65	4529701	4531102	1401
96	MM32	II91	4529701	4530177	476
96	KK39	MM77	4528113	4529350	1237
96	KK39	MM76	4528113	4529293	1180
96	KK39	HH39	4528113	4529605	1492
96	KK39	DD13	4528113	4528514	401
96	KK39	DD15	4528113	4531788	3675
96	KK39	KK71	4528113	4529432	1319
96	KK39	MM33	4528113	4530171	2058
96	KK39	KK74	4528113	4530656	2543
96	KK39	MM65	4528113	4531102	2989
96	KK39	II91	4528113	4530177	2064
96	MM64	DD15	4530846	4531788	942
96	MM64	MM65	4530846	4531102	256
96	Q77	Q55	6111662	6114151	2489
96	Q77	Q63	6111662	6113487	1825
96	Q77	MM13	6111662	6112376	714
96	Q77	Y53	6111662	6112112	450
96	Q77	EE30	6111662	6114111	2449
96	O63	Q55	6112544	6114151	1607
96	O63	Q63	6112544	6113487	943
96	O63	EE30	6112544	6114111	1567
96	Q56	O72	6110420	6110721	301
96	Q56	Q55	6110420	6114151	3731
96	Q56	Q63	6110420	6113487	3067
96	Q56	MM13	6110420	6112376	1956
96	Q56	Y53	6110420	6112112	1692
96	Q56	EE30	6110420	6114111	3691
96	Q64	Q55	6110959	6114151	3192
96	Q64	Q63	6110959	6113487	2528
96	Q64	MM13	6110959	6112376	1417
96	Q64	Y53	6110959	6112112	1153
96	Q64	EE30	6110959	6114111	3152
96	MM60	RR6	4379694	4382112	2418
96	NN13	LL56	4533879	4538706	4827
96	NN13	II99	4533879	4539574	5695
96	NN13	II51	4533879	4534523	644
96	NN13	HH37	4533879	4534967	1088
96	NN13	II59	4533879	4534550	671
96	NN13	DD17	4533879	4535115	1236
96	NN13	II95	4533879	4537487	3608
96	NN13	PP19	4533879	4535759	1880
96	NN13	QQ52	4533879	4539395	5516
96	NN12	LL56	4533918	4538706	4788
96	NN12	II99	4533918	4539574	5656
96	NN12	II51	4533918	4534523	605
96	NN12	HH37	4533918	4534967	1049
96	NN12	II59	4533918	4534550	632
96	NN12	DD17	4533918	4535115	1197
96	NN12	II95	4533918	4537487	3569
96	NN12	PP19	4533918	4535759	1841
96	NN12	QQ52	4533918	4539395	5477
96	NN11	LL56	4533827	4538706	4879
96	NN11	II99	4533827	4539574	5747
96	NN11	II51	4533827	4534523	696
96	NN11	HH37	4533827	4534967	1140
96	NN11	II59	4533827	4534550	723
96	NN11	DD17	4533827	4535115	1288
96	NN11	II95	4533827	4537487	3660
96	NN11	PP19	4533827	4535759	1932
96	NN11	QQ52	4533827	4539395	5568
96	NN10	LL56	4533721	4538706	4985
96	NN10	II99	4533721	4539574	5853
96	NN10	EE73	4533721	4534012	291
96	NN10	II51	4533721	4534523	802
96	NN10	HH37	4533721	4534967	1246
96	NN10	II59	4533721	4534550	829
96	NN10	DD17	4533721	4535115	1394
96	NN10	II95	4533721	4537487	3766
96	NN10	PP19	4533721	4535759	2038
96	NN10	QQ52	4533721	4539395	5674
96	NN9	LL56	4533620	4538706	5086
96	NN9	II99	4533620	4539574	5954
96	NN9	EE73	4533620	4534012	392
96	NN9	II51	4533620	4534523	903
96	NN9	HH37	4533620	4534967	1347
96	NN9	NN14	4533620	4533872	252
96	NN9	II59	4533620	4534550	930
96	NN9	DD17	4533620	4535115	1495
96	NN9	II95	4533620	4537487	3867
96	NN9	PP19	4533620	4535759	2139
96	NN9	QQ52	4533620	4539395	5775
96	II58	LL56	4534061	4538706	4645
96	II58	II99	4534061	4539574	5513
96	II58	II51	4534061	4534523	462
96	II58	HH37	4534061	4534967	906
96	II58	II59	4534061	4534550	489
96	II58	DD17	4534061	4535115	1054
96	II58	II95	4534061	4537487	3426
96	II58	PP19	4534061	4535759	1698
96	II58	QQ52	4534061	4539395	5334
96	HH38	EE73	4532569	4534012	1443
96	HH38	II51	4532569	4534523	1954
96	HH38	DD19	4532569	4533742	1173
96	HH38	KK40	4532569	4533667	1098
96	HH38	HH37	4532569	4534967	2398
96	HH38	NN14	4532569	4533872	1303
96	HH38	II59	4532569	4534550	1981
96	HH38	DD17	4532569	4535115	2546
96	HH38	II95	4532569	4537487	4918
96	HH38	PP19	4532569	4535759	3190
96	DD18	LL56	4533888	4538706	4818
96	DD18	II99	4533888	4539574	5686
96	DD18	II51	4533888	4534523	635
96	DD18	HH37	4533888	4534967	1079
96	DD18	II59	4533888	4534550	662
96	DD18	DD17	4533888	4535115	1227
96	DD18	II95	4533888	4537487	3599
96	DD18	PP19	4533888	4535759	1871
96	DD18	QQ52	4533888	4539395	5507
96	MM17	O72	6106116	6110721	4605
96	MM17	O74	6106116	6109992	3876
96	MM17	O73	6106116	6109113	2997
96	MM17	MM16	6106116	6110054	3938
96	MM17	Y53	6106116	6112112	5996
96	MM12	Q55	6111989	6114151	2162
96	MM12	Q63	6111989	6113487	1498
96	MM12	MM13	6111989	6112376	387
96	MM12	EE30	6111989	6114111	2122
96	MM14	Q55	6112642	6114151	1509
96	MM14	Q63	6112642	6113487	845
96	MM14	EE30	6112642	6114111	1469
96	MM15	Q55	6112642	6114151	1509
96	MM15	Q63	6112642	6113487	845
96	MM15	EE30	6112642	6114111	1469
96	Y54	Q55	6111730	6114151	2421
96	Y54	Q63	6111730	6113487	1757
96	Y54	MM13	6111730	6112376	646
96	Y54	Y53	6111730	6112112	382
96	Y54	EE30	6111730	6114111	2381
96	EE31	O72	6109572	6110721	1149
96	EE31	O74	6109572	6109992	420
96	EE31	Q55	6109572	6114151	4579
96	EE31	Q63	6109572	6113487	3915
96	EE31	MM13	6109572	6112376	2804
96	EE31	MM16	6109572	6110054	482
96	EE31	Y53	6109572	6112112	2540
96	EE31	EE30	6109572	6114111	4539
96	II89	LL14	4540093	4542653	2560
96	II89	II88	4540093	4541189	1096
96	II90	DD15	4529651	4531788	2137
96	II90	MM33	4529651	4530171	520
96	II90	KK74	4529651	4530656	1005
96	II90	MM65	4529651	4531102	1451
96	II90	II91	4529651	4530177	526
96	II93	DD15	4531104	4531788	684
96	II94	LL56	4536568	4538706	2138
96	II94	II99	4536568	4539574	3006
96	II94	II88	4536568	4541189	4621
96	II94	II95	4536568	4537487	919
96	II94	QQ52	4536568	4539395	2827
96	AA15	NN35	5924457	5926761	2304
96	AA15	DD5	5924457	5927096	2639
96	AA15	AA22	5924457	5926761	2304
96	AA15	AA14	5924457	5924972	515
96	N12	L62	4783700	4784041	341
96	N11	L62	4783322	4784041	719
96	N11	J19	4783322	4783707	385
96	L70	L69	1595522	1596081	559
96	L71	L62	4783055	4784041	986
96	L71	J19	4783055	4783707	652
96	L71	J17	4783055	4783334	279
96	L71	J29	4783055	4783321	266
96	GG31	GG32	337188	337500	312
96	GG31	GG30	337188	339257	2069
96	FF9	FF8	567170	567466	296
96	JJ66	JJ65	4761530	4761882	352
96	JJ66	QQ22	4761530	4764618	3088
96	JJ66	QQ32	4761530	4764990	3460
96	JJ66	QQ38	4761530	4764662	3132
96	L57	AA6	4106296	4108819	2523
96	L57	L50	4106296	4107655	1359
96	L57	L59	4106296	4108560	2264
96	L58	AA6	4108253	4108819	566
96	L58	L59	4108253	4108560	307
96	N31	AA6	4106930	4108819	1889
96	N31	L50	4106930	4107655	725
96	N31	L59	4106930	4108560	1630
96	GG29	GG32	335856	337500	1644
96	GG29	GG30	335856	339257	3401
96	PP18	LL56	4532915	4538706	5791
96	PP18	EE73	4532915	4534012	1097
96	PP18	II51	4532915	4534523	1608
96	PP18	DD19	4532915	4533742	827
96	PP18	KK40	4532915	4533667	752
96	PP18	HH37	4532915	4534967	2052
96	PP18	NN14	4532915	4533872	957
96	PP18	II59	4532915	4534550	1635
96	PP18	DD17	4532915	4535115	2200
96	PP18	II95	4532915	4537487	4572
96	PP18	PP19	4532915	4535759	2844
96	PP43	CC76	885160	885605	445
96	PP43	LL80	885160	886729	1569
96	PP45	CC76	885017	885605	588
96	PP45	LL80	885017	886729	1712
96	PP47	CC76	884933	885605	672
96	PP47	LL80	884933	886729	1796
96	PP49	CC76	884882	885605	723
96	PP49	LL80	884882	886729	1847
96	PP51	CC76	884800	885605	805
96	PP51	LL80	884800	886729	1929
96	PP51	PP42	884800	885016	216
96	QQ23	JJ65	4758931	4761882	2951
96	QQ23	QQ22	4758931	4764618	5687
96	QQ23	QQ38	4758931	4764662	5731
96	RR9	RR10	2243777	2248533	4756
96	RR38	RR37	1070594	1074843	4249
96	RR38	TT44	1070594	1075687	5093
96	SS4	MM77	4526427	4529350	2923
96	SS4	MM76	4526427	4529293	2866
96	SS4	HH39	4526427	4529605	3178
96	SS4	DD13	4526427	4528514	2087
96	SS4	LL48	4526427	4526917	490
96	SS4	DD15	4526427	4531788	5361
96	SS4	KK71	4526427	4529432	3005
96	SS4	MM33	4526427	4530171	3744
96	SS4	KK74	4526427	4530656	4229
96	SS4	MM65	4526427	4531102	4675
