contig	primer1	primer2	start	end	size
102	QQ75	QQ80	3490430	3491664	1234
102	QQ79	QQ76	3491316	3494107	2791
102	QQ79	QQ80	3491316	3491664	348
102	RR30	QQ65	788644	790873	2229
102	RR30	RR29	788644	789065	421
102	RR32	QQ61	653377	656909	3532
102	RR32	RR31	653377	653832	455
102	RR32	RR41	653377	653667	290
102	RR32	TT80	653377	656162	2785
102	RR34	NN47	450875	452653	1778
102	RR34	N59	450875	451388	513
102	RR34	RR33	450875	451327	452
102	RR42	QQ61	653668	656909	3241
102	RR42	TT80	653668	656162	2494
102	RR44	QQ65	788587	790873	2286
102	RR44	RR29	788587	789065	478
102	SS54	SS39	1888994	1891903	2909
102	TT38	NN64	1112606	1113708	1102
102	TT38	MM25	1112606	1115007	2401
102	TT38	OO60	1112606	1114044	1438
102	TT38	PP7	1112606	1113416	810
102	TT81	QQ61	652186	656909	4723
102	TT81	RR31	652186	653832	1646
102	TT81	RR41	652186	653667	1481
102	TT81	TT80	652186	656162	3976
102	UU15	UU16	716337	720399	4062
103	LL21	DD11	263962	264949	987
103	LL21	CC57	263962	264590	628
103	LL21	GG69	263962	264655	693
103	LL21	GG67	263962	264845	883
103	LL21	CC51	263962	264774	812
103	LL21	JJ20	263962	266262	2300
103	LL21	II15	263962	268116	4154
103	LL22	DD11	264135	264949	814
103	LL22	CC57	264135	264590	455
103	LL22	GG69	264135	264655	520
103	LL22	GG67	264135	264845	710
103	LL22	CC51	264135	264774	639
103	LL22	JJ20	264135	266262	2127
103	LL22	II15	264135	268116	3981
103	DD12	DD11	264296	264949	653
103	DD12	CC57	264296	264590	294
103	DD12	GG69	264296	264655	359
103	DD12	GG67	264296	264845	549
103	DD12	CC51	264296	264774	478
103	DD12	JJ20	264296	266262	1966
103	DD12	II15	264296	268116	3820
103	CC58	DD11	263166	264949	1783
103	CC58	CC57	263166	264590	1424
103	CC58	GG69	263166	264655	1489
103	CC58	GG67	263166	264845	1679
103	CC58	CC51	263166	264774	1608
103	CC58	JJ20	263166	266262	3096
103	CC58	II15	263166	268116	4950
103	CC58	II14	263166	263831	665
103	GG70	DD11	264656	264949	293
103	GG70	JJ20	264656	266262	1606
103	GG70	II15	264656	268116	3460
103	CC52	DD11	264526	264949	423
103	CC52	GG67	264526	264845	319
103	CC52	CC51	264526	264774	248
103	CC52	JJ20	264526	266262	1736
103	CC52	II15	264526	268116	3590
103	LL100	LL78	2702011	2707829	5818
103	LL100	LL99	2702011	2707663	5652
103	KK27	JJ32	2698467	2701592	3125
103	KK27	JJ36	2698467	2700436	1969
103	JJ79	JJ32	2698730	2701592	2862
103	JJ79	JJ36	2698730	2700436	1706
103	kk79	JJ32	2698600	2701592	2992
103	kk79	JJ36	2698600	2700436	1836
103	HH54	N74	878199	879728	1529
103	HH54	Q43	878199	881678	3479
103	HH54	OO65	878199	882264	4065
103	CC69	HH53	874879	878194	3315
103	CC69	N74	874879	879728	4849
103	JJ35	JJ32	2700235	2701592	1357
103	JJ35	JJ36	2700235	2700436	201
103	OO37	OO38	1936479	1936970	491
103	N46	N45	3140790	3141322	532
103	LL66	N45	3139241	3141322	2081
103	LL66	LL65	3139241	3139700	459
103	JJ17	DD11	263890	264949	1059
103	JJ17	CC57	263890	264590	700
103	JJ17	GG69	263890	264655	765
103	JJ17	GG67	263890	264845	955
103	JJ17	CC51	263890	264774	884
103	JJ17	JJ20	263890	266262	2372
103	JJ17	II15	263890	268116	4226
103	JJ19	DD11	261955	264949	2994
103	JJ19	CC57	261955	264590	2635
103	JJ19	GG69	261955	264655	2700
103	JJ19	GG67	261955	264845	2890
103	JJ19	CC51	261955	264774	2819
103	JJ19	JJ20	261955	266262	4307
103	JJ19	II14	261955	263831	1876
103	Q45	Q43	880759	881678	919
103	Q45	OO65	880759	882264	1505
103	II16	JJ18	267559	272048	4489
103	II16	II15	267559	268116	557
103	II13	DD11	263511	264949	1438
103	II13	CC57	263511	264590	1079
103	II13	GG69	263511	264655	1144
103	II13	GG67	263511	264845	1334
103	II13	CC51	263511	264774	1263
103	II13	JJ20	263511	266262	2751
103	II13	II15	263511	268116	4605
103	II13	II14	263511	263831	320
103	JJ59	JJ60	2442670	2442994	324
103	JJ59	QQ19	2442670	2445881	3211
103	JJ59	QQ34	2442670	2446898	4228
103	KK69	LL25	1379018	1382995	3977
103	KK69	LL64	1379018	1381977	2959
103	LL24	LL25	1379006	1382995	3989
103	LL24	LL64	1379006	1381977	2971
103	NN22	NN21	1688709	1689162	453
103	NN22	CC13	1688709	1690915	2206
103	NN22	EE34	1688709	1690736	2027
103	EE35	NN21	1686249	1689162	2913
103	EE35	CC13	1686249	1690915	4666
103	EE35	EE34	1686249	1690736	4487
103	CC14	NN21	1686173	1689162	2989
103	CC14	CC13	1686173	1690915	4742
103	CC14	EE34	1686173	1690736	4563
103	OO66	HH53	876002	878194	2192
103	OO66	N74	876002	879728	3726
103	OO66	Q43	876002	881678	5676
103	OO73	LL25	1380202	1382995	2793
103	OO73	LL64	1380202	1381977	1775
103	QQ18	JJ60	2439975	2442994	3019
103	QQ18	QQ19	2439975	2445881	5906
103	QQ18	TT7	2439975	2440610	635
103	QQ36	JJ60	2439926	2442994	3068
103	QQ36	QQ19	2439926	2445881	5955
103	QQ36	TT7	2439926	2440610	684
103	QQ92	QQ88	27806	29018	1212
103	RR28	RR23	3023547	3025279	1732
103	RR28	RR27	3023547	3023908	361
103	RR39	RR40	476297	480120	3823
103	RR50	RR48	3258712	3263936	5224
103	RR72	RR71	1289017	1294337	5320
103	RR80	RR81	2296429	2300791	4362
103	TT8	JJ60	2440224	2442994	2770
103	TT8	QQ19	2440224	2445881	5657
103	TT8	TT7	2440224	2440610	386
103	UU4	UU3	1837451	1837719	268
103	UU5	UU6	1634581	1635203	622
103	UU19	UU20	49778	53913	4135
93	AA73	AA41	737667	742124	4457
93	AA73	AA42	737667	742470	4803
93	AA73	AA70	737667	738058	391
93	AA73	Z33	737667	741582	3915
93	AA73	HH14	737667	743235	5568
93	AA73	Z26	737667	739515	1848
93	AA36	AA35	736490	737219	729
93	AA36	AA41	736490	742124	5634
93	AA36	AA42	736490	742470	5980
93	AA36	AA70	736490	738058	1568
93	AA36	Z33	736490	741582	5092
93	AA36	Z26	736490	739515	3025
93	L63	L64	25733	26062	329
93	Z35	AA35	736102	737219	1117
93	Z35	AA70	736102	738058	1956
93	Z35	Z33	736102	741582	5480
93	Z35	Z26	736102	739515	3413
93	Z27	AA72	738935	744243	5308
93	Z27	AA41	738935	742124	3189
93	Z27	AA42	738935	742470	3535
93	Z27	Z34	738935	744756	5821
93	Z27	Z33	738935	741582	2647
93	Z27	HH14	738935	743235	4300
93	Z27	Z26	738935	739515	580
93	Z32	AA41	737999	742124	4125
93	Z32	AA42	737999	742470	4471
93	Z32	Z33	737999	741582	3583
93	Z32	HH14	737999	743235	5236
93	Z32	Z26	737999	739515	1516
93	OO8	AA72	738951	744243	5292
93	OO8	AA41	738951	742124	3173
93	OO8	AA42	738951	742470	3519
93	OO8	Z34	738951	744756	5805
93	OO8	Z33	738951	741582	2631
93	OO8	HH14	738951	743235	4284
93	OO8	Z26	738951	739515	564
93	JJ68	JJ67	648596	648906	310
93	JJ68	JJ62	648596	653336	4740
93	JJ68	TT9	648596	651462	2866
93	NN39	AA72	740535	744243	3708
93	NN39	AA41	740535	742124	1589
93	NN39	AA42	740535	742470	1935
93	NN39	Z34	740535	744756	4221
93	NN39	Z33	740535	741582	1047
93	NN39	HH14	740535	743235	2700
93	NN46	AA72	738744	744243	5499
93	NN46	AA41	738744	742124	3380
93	NN46	AA42	738744	742470	3726
93	NN46	Z33	738744	741582	2838
93	NN46	HH14	738744	743235	4491
93	NN46	Z26	738744	739515	771
93	HH13	AA72	742586	744243	1657
93	HH13	Z34	742586	744756	2170
93	HH13	HH14	742586	743235	649
93	F74	F39	892704	893320	616
93	F74	J15	892704	893320	616
93	JJ64	JJ63	663904	664357	453
93	JJ61	JJ62	652863	653336	473
93	JJ61	JJ70	652863	655372	2509
93	JJ69	JJ70	655018	655372	354
93	RR63	RR64	1436335	1441318	4983
93	RR67	RR68	405924	410474	4550
93	TT10	JJ62	651101	653336	2235
93	TT10	JJ70	651101	655372	4271
93	TT10	TT9	651101	651462	361
93	UU7	UU8	1120575	1121000	425
93	UU24	UU23	532549	534084	1535
93	UU26	UU23	528390	534084	5694
93	UU26	UU25	528390	529881	1491
95	CC40	CC41	807307	807828	521
95	OO42	OO41	470949	471364	415
95	GG36	GG37	1683011	1683415	404
95	OO47	OO48	745816	746314	498
95	HH16	HH15	1463972	1464306	334
95	GG3	GG2	1071936	1072148	212
95	PP34	PP3	954970	955579	609
95	SS43	SS44	994774	999378	4604
95	SS43	SS56	994774	997236	2462
95	SS97	SS98	1292980	1293329	349
95	SS97	SS100	1292980	1294214	1234
95	SS99	SS98	1289137	1293329	4192
95	SS99	SS100	1289137	1294214	5077
96	MM70	II96	4522655	4524130	1475
96	MM70	DD13	4522655	4528514	5859
96	MM70	LL48	4522655	4526917	4262
96	MM70	CC55	4522655	4524890	2235
96	MM70	CC53	4522655	4525560	2905
96	MM70	SS3	4522655	4526418	3763
96	CC77	CC76	881509	885605	4096
96	CC77	DD3	881509	883307	1798
96	CC77	LL80	881509	886729	5220
96	CC77	PP42	881509	885016	3507
96	CC77	PP44	881509	884932	3423
96	CC77	PP46	881509	884881	3372
96	CC77	PP48	881509	884799	3290
96	CC77	PP50	881509	884710	3201
96	DD4	CC76	882906	885605	2699
96	DD4	DD3	882906	883307	401
96	DD4	LL80	882906	886729	3823
96	DD4	PP42	882906	885016	2110
96	DD4	PP44	882906	884932	2026
96	DD4	PP46	882906	884881	1975
96	DD4	PP48	882906	884799	1893
96	DD4	PP50	882906	884710	1804
96	LL79	CC76	881162	885605	4443
96	LL79	DD3	881162	883307	2145
96	LL79	LL80	881162	886729	5567
96	LL79	PP42	881162	885016	3854
96	LL79	PP44	881162	884932	3770
96	LL79	PP46	881162	884881	3719
96	LL79	PP48	881162	884799	3637
96	LL79	PP50	881162	884710	3548
96	LL36	CC76	882564	885605	3041
96	LL36	DD3	882564	883307	743
96	LL36	LL80	882564	886729	4165
96	LL36	PP42	882564	885016	2452
96	LL36	PP44	882564	884932	2368
96	LL36	PP46	882564	884881	2317
96	LL36	PP48	882564	884799	2235
96	LL36	PP50	882564	884710	2146
96	LL81	LL80	886308	886729	421
96	LL13	LL14	4537584	4542653	5069
96	LL13	LL56	4537584	4538706	1122
96	LL13	II99	4537584	4539574	1990
96	LL13	II88	4537584	4541189	3605
96	LL13	QQ52	4537584	4539395	1811
96	LL57	LL14	4541586	4542653	1067
96	GG34	GG35	632460	632958	498
96	II98	LL56	4535872	4538706	2834
96	II98	II99	4535872	4539574	3702
96	II98	II88	4535872	4541189	5317
96	II98	II95	4535872	4537487	1615
96	II98	QQ52	4535872	4539395	3523
96	MM78	LL14	4536865	4542653	5788
96	MM78	LL56	4536865	4538706	1841
96	MM78	II99	4536865	4539574	2709
96	MM78	II88	4536865	4541189	4324
96	MM78	II95	4536865	4537487	622
96	MM78	QQ52	4536865	4539395	2530
96	MM79	EE73	4531077	4534012	2935
96	MM79	II51	4531077	4534523	3446
96	MM79	DD19	4531077	4533742	2665
96	MM79	DD15	4531077	4531788	711
96	MM79	KK38	4531077	4532450	1373
96	MM79	KK40	4531077	4533667	2590
96	MM79	HH37	4531077	4534967	3890
96	MM79	NN14	4531077	4533872	2795
96	MM79	II59	4531077	4534550	3473
96	MM79	DD17	4531077	4535115	4038
96	MM79	PP19	4531077	4535759	4682
96	MM74	II96	4522622	4524130	1508
96	MM74	DD13	4522622	4528514	5892
96	MM74	LL48	4522622	4526917	4295
96	MM74	CC55	4522622	4524890	2268
96	MM74	CC53	4522622	4525560	2938
96	MM74	SS3	4522622	4526418	3796
96	AA4	O72	6107233	6110721	3488
96	AA4	O74	6107233	6109992	2759
96	AA4	O73	6107233	6109113	1880
96	AA4	MM13	6107233	6112376	5143
96	AA4	MM16	6107233	6110054	2821
96	AA4	Y53	6107233	6112112	4879
96	KK1	LL2	2510955	2515065	4110
96	KK1	K30	2510955	2512749	1794
96	MM1	LL2	2512042	2515065	3023
96	MM1	K30	2512042	2512749	707
96	K29	LL2	2512441	2515065	2624
96	K29	K30	2512441	2512749	308
96	EE78	EE73	4531646	4534012	2366
96	EE78	II51	4531646	4534523	2877
96	EE78	DD19	4531646	4533742	2096
96	EE78	KK38	4531646	4532450	804
96	EE78	KK40	4531646	4533667	2021
96	EE78	HH37	4531646	4534967	3321
96	EE78	NN14	4531646	4533872	2226
96	EE78	II59	4531646	4534550	2904
96	EE78	DD17	4531646	4535115	3469
96	EE78	II95	4531646	4537487	5841
96	EE78	PP19	4531646	4535759	4113
96	II50	LL56	4534064	4538706	4642
96	II50	II99	4534064	4539574	5510
96	II50	II51	4534064	4534523	459
96	II50	HH37	4534064	4534967	903
96	II50	II59	4534064	4534550	486
96	II50	DD17	4534064	4535115	1051
96	II50	II95	4534064	4537487	3423
96	II50	PP19	4534064	4535759	1695
96	II50	QQ52	4534064	4539395	5331
96	DD20	EE73	4531951	4534012	2061
96	DD20	II51	4531951	4534523	2572
96	DD20	DD19	4531951	4533742	1791
96	DD20	KK38	4531951	4532450	499
96	DD20	KK40	4531951	4533667	1716
96	DD20	HH37	4531951	4534967	3016
96	DD20	NN14	4531951	4533872	1921
96	DD20	II59	4531951	4534550	2599
96	DD20	DD17	4531951	4535115	3164
96	DD20	II95	4531951	4537487	5536
96	DD20	PP19	4531951	4535759	3808
96	LL82	CC76	879701	885605	5904
96	LL82	DD3	879701	883307	3606
96	LL82	LL83	879701	880121	420
96	LL82	PP42	879701	885016	5315
96	LL82	PP44	879701	884932	5231
96	LL82	PP46	879701	884881	5180
96	LL82	PP48	879701	884799	5098
96	LL82	PP50	879701	884710	5009
96	MM75	MM77	4525404	4529350	3946
96	MM75	MM76	4525404	4529293	3889
96	MM75	HH39	4525404	4529605	4201
96	MM75	DD13	4525404	4528514	3110
96	MM75	LL48	4525404	4526917	1513
96	MM75	KK71	4525404	4529432	4028
96	MM75	MM33	4525404	4530171	4767
96	MM75	KK74	4525404	4530656	5252
96	MM75	MM65	4525404	4531102	5698
96	MM75	II91	4525404	4530177	4773
96	MM75	SS3	4525404	4526418	1014
96	HH40	MM77	4525572	4529350	3778
96	HH40	MM76	4525572	4529293	3721
96	HH40	HH39	4525572	4529605	4033
96	HH40	DD13	4525572	4528514	2942
96	HH40	LL48	4525572	4526917	1345
96	HH40	KK71	4525572	4529432	3860
96	HH40	MM33	4525572	4530171	4599
96	HH40	KK74	4525572	4530656	5084
96	HH40	MM65	4525572	4531102	5530
96	HH40	II91	4525572	4530177	4605
96	HH40	SS3	4525572	4526418	846
96	II62	II63	5490792	5495516	4724
96	II62	II57	5490792	5494022	3230
96	DD14	MM77	4526588	4529350	2762
96	DD14	MM76	4526588	4529293	2705
96	DD14	HH39	4526588	4529605	3017
96	DD14	DD13	4526588	4528514	1926
96	DD14	LL48	4526588	4526917	329
96	DD14	DD15	4526588	4531788	5200
96	DD14	KK71	4526588	4529432	2844
96	DD14	KK38	4526588	4532450	5862
96	DD14	MM33	4526588	4530171	3583
96	DD14	KK74	4526588	4530656	4068
96	DD14	MM65	4526588	4531102	4514
96	DD14	II91	4526588	4530177	3589
96	NN72	II96	4522789	4524130	1341
96	NN72	DD13	4522789	4528514	5725
96	NN72	LL48	4522789	4526917	4128
96	NN72	CC55	4522789	4524890	2101
96	NN72	CC53	4522789	4525560	2771
96	NN72	SS3	4522789	4526418	3629
96	AA49	II96	4522612	4524130	1518
96	AA49	DD13	4522612	4528514	5902
96	AA49	LL48	4522612	4526917	4305
96	AA49	CC55	4522612	4524890	2278
96	AA49	CC53	4522612	4525560	2948
96	AA49	SS3	4522612	4526418	3806
96	CC56	II96	4522490	4524130	1640
96	CC56	LL48	4522490	4526917	4427
96	CC56	CC55	4522490	4524890	2400
96	CC56	CC53	4522490	4525560	3070
96	CC56	SS3	4522490	4526418	3928
96	CC54	MM77	4525190	4529350	4160
96	CC54	MM76	4525190	4529293	4103
96	CC54	HH39	4525190	4529605	4415
96	CC54	DD13	4525190	4528514	3324
96	CC54	LL48	4525190	4526917	1727
96	CC54	CC53	4525190	4525560	370
96	CC54	KK71	4525190	4529432	4242
96	CC54	MM33	4525190	4530171	4981
96	CC54	KK74	4525190	4530656	5466
96	CC54	MM65	4525190	4531102	5912
96	CC54	II91	4525190	4530177	4987
96	CC54	SS3	4525190	4526418	1228
96	LL77	MM77	4527393	4529350	1957
96	LL77	MM76	4527393	4529293	1900
96	LL77	HH39	4527393	4529605	2212
96	LL77	DD13	4527393	4528514	1121
96	LL77	DD15	4527393	4531788	4395
96	LL77	KK71	4527393	4529432	2039
96	LL77	KK38	4527393	4532450	5057
96	LL77	MM33	4527393	4530171	2778
96	LL77	KK74	4527393	4530656	3263
96	LL77	MM65	4527393	4531102	3709
96	LL77	II91	4527393	4530177	2784
96	KK37	MM77	4527432	4529350	1918
